id,Metal,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,LigandSmiles
IBEHOQ,Pd,0,677.16337,80,350,-0.0535,-0.18787,0.13437,0.05905,-2295.1816871,-2.1190142899999955,-0.1150961017,0.0121528638,-2292.379287,0.6833858099998906,-2292.494799,0.5678738100000373,0.641409,161.226,243.117,11.5141,0.4996999999999989,523.15,15.3103,3227.6121,COc1ccc(C2=C(c3ccc(OC)cc3)c3c(C)cc(C(C)(C)C)c(O)c3N3CN(CCN(C)C)C=C23)cc1.Cl
IBEHUW,Ti,0,578.2018,80,308,-0.07853,-0.2186,0.1400699999999999,0.0647899999999999,-3341.11852977,-2.13747469000009,-0.1235494659,0.0105440050999999,-3338.281418,0.6996370799997749,-3338.399531,0.581524079999781,0.654952,167.425,248.59,4.372,0.4062999999999999,460.53,21.0415,3142.2931,Cc1c(C)c(C)c2c([Si](C)(C)c3cc(C(C)(C)C)cc(C(C)(C)C)c3O)c(C)c(C)c2c1C.Cl.Cl
IBEJAB,Ni,0,764.13954,83,396,-0.14303,-0.19068,0.04765,0.03137,-4693.8417072,-3.219985730000189,-0.1326373616,0.0119237053,-4689.963907,0.657814469999721,-4690.104716,0.5170054700001856,0.602788,201.863,296.357,2.9865,-0.7290000000000001,512.23,19.0944,3130.7356,CC1(C)N=C(C(C#N)=C(O)C(F)(F)F)N(O)C1(C)C.CC1(C)N=C(C(C#N)=C(O)C(F)(F)F)N(O)C1(C)C.CS(C)=O.CS(C)=O
IBEJAD,Ag,0,567.04157,58,290,-0.04248,-0.22924,0.18676,0.08266,-2261.36956753,-1.9464893600002144,-0.0874950309,0.0080169279999999,-2258.949452,0.4736261699999886,-2259.056767,0.3663111699997898,0.4374,128.575,225.865,2.123,0.3596000000000001,346.88,17.4916,3143.1487,Cc1cc(C)nc(C)c1.Cc1cc(C)nc(C)c1.O=S1(=O)[N-]S(=O)(=O)c2ccccc21
IBEKUV,Pd,1,533.03512,57,272,-0.18736,-0.32394,0.13658,0.06708,-2271.03199166,-1.6418136199999935,-0.0859627568,0.0073074215,-2268.910679,0.4794990400000642,-2269.01296,0.3772180400001161,0.445677,121.711,215.268,5.7615,0.0663,392.42,12.1925,3157.6352,CSC.CSC.OC(=CP(c1ccccc1)c1ccccc1)c1ccccc1
IBELAC,Ru,0,483.08964,56,248,-0.03651,-0.20525,0.16874,0.08027,-1615.6496102,-1.3829235900000183,-0.079917939,0.0079506175,-1613.78363,0.4830566100001761,-1613.871741,0.3949456100001498,0.454372,109.399,185.445,5.88,0.7793000000000001,319.58,12.1273,3452.8521,Cc1ccc(C(C)C)cc1.Cl.NC(c1ccccc1)C(O)c1ccccc1
IBENIQ,Pt,0,533.00843,38,254,-0.11763,-0.23594,0.11831,0.06688,-1991.46410398,-1.4307217299999593,-0.0506202846,0.0054696171999999,-1989.727809,0.3055732499999521,-1989.804393,0.2289892500000405,0.282069,84.674,161.185,11.2779,1.5691000000000006,243.86,29.271,3727.1425,Cl.Cl.OCC1OC(O)C(N=Cc2ccccn2)C(O)C1O
IBENOU,Ru,0,654.17112,81,340,-0.07224,-0.20701,0.13477,0.07248,-2481.55374544,-2.038531279999916,-0.1279563786,0.0112718668,-2478.808642,0.706572160000178,-2478.927585,0.5876291600002332,0.663501,160.603,250.337,1.4282,0.1956999999999999,462.93,16.5362,3151.1173,CC(C)c1cccc(C(C)C)c1N1CCN(C(C)c2ccccc2)C1.Cc1ccccc1OC(C)C.Cl.Cl
IBEPEM,Ir,1,709.23274,76,352,-0.15998,-0.31621,0.1562299999999999,0.0655099999999999,-1909.88000364,-1.7638153899999909,-0.1277827206,0.0107070692,-1907.459396,0.6567922500000805,-1907.567072,0.5491162499999973,0.618972,146.268,226.624,1.528,-0.1367,461.09,11.7388,3153.2834,C1=CCCC=CCC1.CN1CN(C)c2ccccc21.c1ccc(P(c2ccccc2)c2ccccc2)cc1
IBEPOW,Pd,0,538.12206,60,274,-0.09504,-0.21518,0.12014,0.07404,-1605.3239885,-1.701892250000128,-0.0760223389,0.0087380809999999,-1603.121252,0.5008442500000001,-1603.222165,0.3999312500000087,0.466979,126.367,212.389,14.4142,1.2652,362.29,11.8806,3167.3488,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FC(F)F.Fc1ccccc1
IBEQAL,Ni,0,351.98415,32,180,-0.10591,-0.26084,0.15493,0.11031,-2606.86562521,-1.4112363399999597,-0.0411030166,0.0045385635,-2605.217547,0.2368418699998074,-2605.290503,0.1638858699998309,0.214213,80.815,153.55,12.7646,2.1611,215.02,36.3934,3693.6055,O.O.O=C(O)c1cccc(Oc2cccc(C(=O)O)n2)n1
IBEQEL,Zn,0,540.07035,65,282,0.00227,-0.23344,0.23571,0.0648399999999999,-6394.67581757,-2.220867229999385,-0.0985624483,0.0086774838,-6391.882628,0.5723223400000279,-6391.986265,0.4686853400007749,0.535428,135.66,218.123,0.6593,-0.3523,355.79,27.3932,3124.6493,Br.CC(C)(C)SCB(CSC(C)(C)C)(CSC(C)(C)C)c1ccccc1
IBEQOV,Zn,0,504.04183,56,260,-0.01275,-0.24474,0.23199,0.06792,-6025.08247333,-2.048262639999848,-0.0845346663,0.0076143896999999,-6022.552836,0.4813746899999387,-6022.647053,0.3871576900000946,0.44941,117.236,198.296,2.233,0.3259000000000001,314.68,22.9068,3215.953,Br.CC(C)(C)SCB(CSC(C)(C)C)(c1ccccc1)N1C=CC=N1
IBEQUB,Zn,0,590.19729,79,314,-0.0101,-0.20855,0.19845,0.06535,-4237.85585525,-2.265050369999699,-0.1229229857,0.0109930358,-4234.900519,0.6902858800003742,-4235.017578,0.5732268800002203,0.647542,161.191,246.371,1.7182,0.0533999999999998,437.38,11.9906,3221.2671,CC(C)(C)SCB(CSC(C)(C)C)(c1ccccc1)N1C=CC(C(C)(C)C)=N1.Sc1ccccc1
IBETUF,Fe,0,868.07638,83,442,-0.09605,-0.2303,0.13425,0.06507,-4659.19521829,-3.2938546200002747,-0.1335879789,0.0130759343,-4655.283716,0.617647670000224,-4655.413081,0.4882826700004443,0.56996,189.13,272.272,0.4502,0.1025999999999999,755.11,8.4575,3157.3237,FB12ON=C3Sc4nc5ccccc5nc4SC3=NOB(F)(ON=C(c3ccccc3)C(c3ccccc3)=NO1)ON=C(c1ccccc1)C(c1ccccc1)=NO2
IBETUG,Zn,0,512.14422,63,268,-0.06213,-0.21417,0.15204,0.06259,-3198.17356002,-1.8637761499999213,-0.0971602478,0.0090629537999999,-3195.781028,0.5287558700001682,-3195.876601,0.4331828700001097,0.496246,125.351,201.149,3.6989,0.1859999999999999,377.66,15.9038,3154.4643,CC(N=Cc1ccccc1O)c1ccccc1.CC(N=Cc1ccccc1O)c1ccccc1
IBEWEU,Pd,0,680.03513,67,344,-0.07578,-0.22532,0.14954,0.0792799999999999,-2957.35225344,-2.31917569999996,-0.115427294,0.0096622796,-2954.490772,0.542305739999847,-2954.598684,0.4343937399999049,0.504086,144.004,227.119,15.8979,1.1638000000000002,429.44,26.5357,3146.7527,CC12CCC(c3c(C(F)(F)F)nn(-c4ccccc4P(c4ccccc4)c4ccccc4)c31)C2(C)C.Cl.Cl
IBEWIW,Cd,0,494.9584,40,244,-0.09307,-0.24551,0.15244,0.08592,-2092.91869284,-1.520376110000143,-0.0581377376,0.0056208006999999,-2091.090891,0.3074257299999772,-2091.172412,0.225904729999911,0.282824,88.786,171.575,12.4083,0.5678000000000001,332.98,20.1993,3574.1172,Cl.Cl.c1cc(-c2nc3ccccc3[nH]2)nc(-c2nc3ccccc3[nH]2)c1
IBEWIX,Zn,1,470.0299,48,242,-0.20541,-0.32804,0.1226299999999999,0.0519099999999999,-3733.62058925,-1.90546121000034,-0.06797362,0.0064158846,-3731.329895,0.3852330400000028,-3731.426401,0.2887270399996851,0.353203,110.938,203.114,5.8773,-0.3969000000000005,340.18,17.457,3690.2347,CO.CO.CO.c1ccc2c(c1)C(=Nc1nccs1)NC2=Nc1nccs1
IBEWOE,Rh,0,473.00449,45,238,-0.07189,-0.19667,0.12478,0.05946,-1543.00148546,-1.3389199399998688,-0.0688207575,0.0064357972,-1541.305569,0.3569965199999387,-1541.386748,0.275817520000146,0.331978,95.143,170.857,7.7214,0.3867000000000002,348.0,15.5495,3140.8104,C#O.Oc1cccc2ccc(CP(c3ccccc3)c3ccccc3)nc12
IBEXAR,Rh,0,674.19263,83,350,-0.04893,-0.17355,0.12462,0.06692,-2107.48536878,-2.0071535400002176,-0.1219790641,0.0119453398999999,-2104.764927,0.7132882399996561,-2104.884019,0.5941962399997465,0.671764,159.827,250.649,5.3409,0.0212000000000003,545.95,8.2755,3136.7688,CCCCCCCCN1Cc2ccccc2C1.Oc1cccc2ccc(CP(c3ccccc3)c3ccccc3)nc12
IBEYEX,Rh,0,746.08495,82,378,-0.0618,-0.22143,0.15963,0.06514,-2574.05166248,-1.892210769999565,-0.1488633718,0.0098745372999999,-2571.443456,0.715995710000243,-2571.563693,0.5957587100001547,0.671124,167.74,253.059,6.4837,0.6060999999999996,509.37,23.0339,3139.6617,CC(C)[SiH](Cc1ccccc1P(c1ccccc1)c1ccccc1C[SiH](C(C)C)C(C)C)C(C)C.I
IBEZAS,Pd,0,562.21182,78,296,-0.02004,-0.20236,0.18232,0.08394,-2003.7068568,-1.7340812299999016,-0.1191637219,0.0107923015999999,-2001.270583,0.7021925700000793,-2001.38171,0.5910655699999552,0.660922,155.533,233.887,3.9411,0.5617999999999999,392.27,15.8059,3125.2761,CC(C)(C)P(Cc1cccc(CP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C.OCCF
IBEZOE,Ru,1,515.1564,68,268,-0.15764,-0.34984,0.1921999999999999,0.0726299999999999,-1790.75148453,-1.4705650900000364,-0.109344862,0.0092874538999999,-1788.672986,0.607933439999897,-1788.763981,0.5169384399998762,0.575875,126.439,191.515,0.4313,-0.2313999999999999,357.63,27.9509,3146.0709,C1=CC=CCCC=C1.CC1CCC(C)P1c1ccccc1P1C(C)CCC1C
IBIBUT,Cr,0,496.05152,51,254,-0.10858,-0.21224,0.10366,0.06292,-2530.26990664,-1.7244180900001993,-0.0838078127,0.0075160635,-2528.155171,0.3903175499999634,-2528.249524,0.2959645500000079,0.359558,114.708,198.582,8.6754,1.2424999999999995,419.43,22.7453,3148.3311,C#O.C#O.C#O.C#O.c1ccc(N=C2C(=Nc3ccccc3)c3cccc4cccc2c34)cc1
IBICIG,Zn,0,638.18581,81,336,-0.11589,-0.22719,0.1113,0.0616499999999999,-3698.12326286,-2.444709090000288,-0.1046495066,0.0112228352999999,-3694.995686,0.6828677699995751,-3695.129828,0.5487257699996917,0.634838,173.657,282.324,0.0,-0.0001,471.82,7.8814,3674.3928,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O.CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O.CCO.CCO
IBICOO,Cu,0,692.12094,78,358,-0.08289,-0.18091,0.0980199999999999,0.0669499999999999,-4169.01789822,-2.496996829999261,-0.127051947,0.0116126951999999,-4165.883763,0.637138390000473,-4166.006647,0.5142543900001328,0.595181,159.864,258.631,10.8332,1.6736000000000004,630.91,5.8652,3145.9138,Cl.c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
IBIDEC,Pd,1,362.01095,33,180,-0.19889,-0.35966,0.1607699999999999,0.0744899999999999,-1322.60692196,-1.008703419999847,-0.0432684127,0.0048943658999999,-1321.318768,0.2794505399999707,-1321.380935,0.2172835400001531,0.261735,65.791,130.842,9.4042,0.5299999999999994,193.45,43.5711,3636.6263,Cl.NCCNCCn1cnc2c(N)ncnc21
IBIDOM,Pd,1,376.0266,36,188,-0.19517,-0.3545,0.1593299999999999,0.0712699999999999,-1361.89346974,-1.056091669999887,-0.0480586728,0.0052875006,-1360.528818,0.3085600700001123,-1360.593637,0.2437410700001692,0.289648,70.624,136.424,9.2075,0.6105999999999998,204.76,40.3684,3638.035,Cl.NCCNCCCn1cnc2c(N)ncnc21
IBIGEF,Co,-1,559.1823,74,298,0.06156,-0.09118,0.15274,0.07493,-3598.19666655,-2.138591959999758,-0.1110814751,0.0106234447,-3595.420081,0.6379935899999509,-3595.533493,0.5245815900002526,0.594971,160.284,238.696,0.5718,-0.5819,398.27,28.036,3109.8435,C#NC(C)(C)C.C#NC(C)(C)C.CC(C)(CNC(=O)C(C)(C)C(=[O-])NCC(C)(C)[SH]=O)[SH]=O
IBIGUV,Cr,0,378.0057,35,192,-0.11999,-0.25956,0.13957,0.0716,-2738.36454041,-1.5484722299997884,-0.0450386143,0.0039851656,-2736.557365,0.258703179999884,-2736.641618,0.1744501799998943,0.232289,91.033,177.325,7.929,0.2376000000000004,217.32,17.1409,3213.9853,C[Si](C)(C)N=S=NB(F)(F)F.N=O.N=O.c1cccc1
IBIHAC,Cr,0,306.95019,22,152,-0.13114,-0.27695,0.1458099999999999,0.0743099999999999,-2349.7523331,-1.287097150000136,-0.0292640706,0.0027569727999999,-2348.324513,0.1407229500000539,-2348.388623,0.0766129500002534,0.122807,60.979,134.933,7.0099,0.1173000000000001,143.76,23.1428,3212.0348,N=O.N=O.O=S=NB(F)(F)F.c1cccc1
IBIHOS,Cu,0,596.21301,78,314,-0.03784,-0.17258,0.13474,0.0662,-3517.90563218,-2.114103219999833,-0.1217292312,0.0106964724,-3515.122308,0.6692209600000751,-3515.238714,0.5528149599999779,0.627521,156.599,244.996,6.0264,0.0958999999999994,489.64,12.8509,3173.3674,C(=Nc1ccccc1P(c1ccccc1)c1ccccc1)c1ccc[nH]1.CC1=C(C)N(C(C)C)CN1C(C)C
IBILOU,Ir,0,748.17703,77,372,-0.04115,-0.19301,0.15186,0.06718,-2602.60222017,-2.003985479999756,-0.1422383414,0.0108841432,-2599.937931,0.6603036900000916,-2600.045931,0.552303689999917,0.621721,150.432,227.303,5.8062,0.5286,480.31,23.4255,3137.1068,C1=CCCC=CCC1.Cl.c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
IBINUE,Ni,0,591.18462,71,310,-0.07149,-0.20665,0.13516,0.10146,-3545.00960766,-2.1790979399997923,-0.1043842124,0.0091980286,-3542.244617,0.5858927200001744,-3542.370992,0.4595177199998943,0.541023,158.221,265.977,9.7631,0.9042999999999992,435.46,8.2768,3196.5247,CC#N.CC#N.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.O=[N+]([O-])c1ccc(S)cc1
IBIPAK,Os,0,862.11584,82,428,-0.0698,-0.21463,0.14483,0.06505,-3288.85895272,-2.469935650000025,-0.1572360028,0.0102765959999999,-3285.717407,0.6716100700000425,-3285.851167,0.5378500700003315,0.623969,175.621,281.521,3.8894,0.4107000000000003,584.14,14.2991,3137.343,C#O.CC=CC=S.Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
IBIPAO,Ir,1,639.212,68,316,-0.16102,-0.31657,0.15555,0.06556,-1717.27482957,-1.5625093700000434,-0.1037078863,0.0093060152999999,-1715.117327,0.5949932000000899,-1715.217272,0.4950481999999283,0.561397,128.349,210.351,4.4159,-0.0585000000000004,382.89,16.7875,3227.7062,C1=CCCC=CCC1.COCCN1C=CN(CCP(c2ccccc2)c2ccccc2)C1
IBIPOY,Pd,0,771.91541,67,384,-0.05943,-0.21855,0.1591199999999999,0.0816899999999999,-7449.74680121,-2.70103693999954,-0.1175928328,0.0088251664999999,-7446.506044,0.5397202700005437,-7446.628764,0.4170002700002442,0.497912,149.392,258.286,0.0008,0.0,486.94,11.8777,3144.8138,Br.Br.N#CCCN=S(c1ccccc1)c1ccccc1.N#CCCN=S(c1ccccc1)c1ccccc1
IBIQAN,Mo,0,749.02753,70,378,-0.09917,-0.18196,0.08279,0.04975,-3211.85975635,-2.4466122600001654,-0.1374549846,0.0098711284,-3208.870655,0.54248908999989,-3208.981843,0.4313010900000336,0.502655,154.005,234.015,1.5827,0.0216,549.16,22.2691,3178.1177,Clc1ccccc1N=Nc1ccccn1.Clc1ccccc1N=Nc1ccccn1.Clc1ccccc1N=Nc1ccccn1
IBIQAP,Pt,0,715.15473,65,350,-0.10216,-0.21906,0.1169,0.06478,-1797.74036035,-1.796685669999988,-0.1044601702,0.0101386941,-1795.419338,0.5243366800000331,-1795.517265,0.4264096800000061,0.491138,131.002,206.105,10.851,1.380700000000001,490.81,22.5916,3149.7828,O=C(NC(c1ccccc1)C(NC(=O)c1ccc2ccccc2n1)c1ccccc1)c1ccc2ccccc2n1
IBIQIX,Pt,0,615.12343,53,298,-0.08839,-0.22037,0.13198,0.06606,-1490.69969011,-1.4632248799998706,-0.0799210699,0.0080461701,-1488.808907,0.4275582299999314,-1488.896473,0.3399922300000071,0.39965,107.165,184.299,10.2132,1.3292000000000002,383.97,19.9507,3153.3294,O=C(NC(c1ccccc1)C(NC(=O)c1ccccn1)c1ccccc1)c1ccccn1
IBITIW,Ni,0,614.12125,67,318,-0.1337,-0.23775,0.1040499999999999,0.0776699999999999,-3370.00828607,-2.226541720000114,-0.1065861419,0.0094071924999999,-3367.255211,0.5265333499996814,-3367.376837,0.4049073500000304,0.484284,151.459,255.983,0.3049,-0.1924,517.17,18.956,3141.481,Cc1cc(C=O)c(O)c(C=NC(C#N)=C(C#N)N=Cc2cc(C)cc(C=O)c2O)c1.c1ccncc1.c1ccncc1
IBIWID,Rh,0,551.05144,57,280,-0.06571,-0.19815,0.13244,0.0631999999999999,-1775.07155469,-1.6038060500000029,-0.0882812444,0.0081336885999999,-1773.004886,0.4628626400001394,-1773.101613,0.3661356400000386,0.431316,119.237,203.579,0.8659,-0.2945000000000001,418.04,13.6476,3138.5879,C#O.Cc1ccc2cccc(O)c2n1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
IBOBIL,Pd,0,494.04867,50,250,-0.0634,-0.21604,0.15264,0.07628,-1695.27818703,-1.4164231899999322,-0.0697003024,0.0073577666,-1693.451044,0.4107198400001834,-1693.537623,0.3241408400001546,0.383319,102.567,182.221,11.2615,0.8719000000000001,361.81,14.8006,3148.3858,CC1(C)C(=NCc2ccccn2)N(c2ccccc2)C1=Nc1ccccc1.Cl
IBOBOR,Pd,0,518.09313,56,264,-0.06109,-0.21853,0.15744,0.0879599999999999,-1463.51960133,-1.480093879999913,-0.0751500179,0.0080428731999999,-1461.576614,0.4628934499999104,-1461.672291,0.3672164499998871,0.43174,115.398,201.369,9.6411,0.5772999999999993,381.7,11.8778,3161.0314,CC(=O)O.CC1(C)C(=NCc2ccccn2)N(c2ccccc2)C1=Nc1ccccc1
IBOCAE,Zn,1,434.08384,48,224,-0.15336,-0.33808,0.18472,0.06667,-3320.23629052,-1.6690165099998922,-0.0692834058,0.0073575172999999,-3318.165752,0.4015220100000078,-3318.245254,0.3220200099999601,0.375752,99.318,167.327,2.3252,0.9276000000000002,270.32,29.5879,3607.2128,Cl.Nc1cccc(CN(Cc2cccc(N)n2)Cc2cccc(N)n2)n1
IBOCEI,Zn,1,474.14029,59,248,-0.16568,-0.32814,0.16246,0.0698699999999999,-3405.96025955,-1.7903557800000272,-0.0810487116,0.0089299424,-3403.659978,0.5099257699998816,-3403.749635,0.4202687699998932,0.479805,114.448,188.7,8.4764,0.1067,315.07,16.1667,3255.6618,CC(C)(C)CNc1cccc(CN(Cc2ccccn2)Cc2ccccn2)n1.Cl
IBOCIM,Zn,1,559.22944,76,296,-0.16069,-0.3253,0.1646099999999999,0.06913,-3657.70355534,-2.0898439299999154,-0.1055637402,0.0114979895,-3654.942454,0.6712574100001802,-3655.049067,0.5646444100002554,0.632918,146.706,224.388,7.77,0.2013999999999995,387.43,18.0194,3315.9779,CC(C)(C)CNc1cccc(CN(Cc2ccccn2)Cc2cccc(NCC(C)(C)C)n2)n1.Cl
IBOCUA,Ru,1,366.14767,50,190,-0.12005,-0.30579,0.18574,0.0769,-886.199682166,-0.9084515199999714,-0.0630771557,0.0061967175999999,-884.834898,0.456332646000078,-884.9194,0.3718306460000349,0.428784,97.881,177.85,5.0665,0.3458999999999994,237.1,9.9105,3433.59,CC#N.CNCCNC.Cc1c(C)c(C)c(C)c1C
IBODEL,Ru,1,359.08215,44,184,-0.17327,-0.35698,0.18371,0.08664,-1213.01426233,-0.9455572000001666,-0.0597720825,0.0058653512,-1211.670068,0.3986371299999973,-1211.739885,0.32882012999994,0.375856,84.855,146.943,4.4748,0.2385000000000001,207.6,60.3265,3408.6077,C=C1C(C)=C(C)C(C)=C1C.CNCCNC.Cl
IBOFEL,Zn,0,427.98027,40,220,-0.07944,-0.25819,0.1787499999999999,0.1092099999999999,-3673.57954502,-1.8299501500000588,-0.0640443602,0.0059802034,-3671.438174,0.3114208699998926,-3671.518054,0.2315408699996624,0.286047,90.084,168.121,13.8158,0.4314,217.44,34.357,3143.5494,O=[N+]([O-])O.O=[N+]([O-])O.c1cc2nc(c1)CSCCNCCSC2
IBOJES,Au,0,581.9659,39,274,-0.08343,-0.23565,0.15222,0.0734799999999999,-3933.80574801,-1.5054580500000156,-0.0615982029,0.0052774256999999,-3931.99221,0.3080799600002137,-3932.074158,0.2261319600002025,0.283916,85.634,172.474,10.3534,0.7792000000000012,295.01,22.7343,3636.1744,Br.O=C(O)c1ccccc1P(c1ccccc1)c1ccccc1
IBOJUI,Cu,0,810.08103,85,410,-0.03392,-0.18736,0.15344,0.06976,-4314.06693879,-2.4796415000000707,-0.1543971206,0.0108656572,-4310.87743,0.7098672900001475,-4311.014758,0.5725392899994404,0.661767,176.549,289.031,8.329,0.3451000000000004,579.61,2.6825,3209.7084,Cc1nccn1C.I.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
IBOLOB,Ni,0,372.08849,43,194,-0.0708,-0.18796,0.1171599999999999,0.0656799999999999,-2499.40956521,-1.2811169199999313,-0.059033713,0.0066761338999999,-2497.774209,0.3542392899998958,-2497.842603,0.2858452899999975,0.332879,85.61,143.948,0.9112,-0.1189,334.84,44.0219,3174.9886,CC1=CC(C)=Nc2ccccc2NC=CC=Nc2ccccc2N1
IBOMIW,Ir,1,687.20499,71,340,-0.18035,-0.34635,0.1659999999999999,0.0774999999999999,-1751.37806965,-1.816968920000136,-0.0930052991,0.0097976288,-1748.953685,0.607415729999957,-1749.068741,0.4923597299998619,0.568132,144.467,242.156,0.5393,0.2183,380.41,9.8753,3523.2326,C=C(C(=O)OC)C(C)C(=O)NCc1ccccc1.C=C(C(=O)OC)C(C)C(=O)NCc1ccccc1
IBONAR,Ru,1,543.06315,55,274,-0.17971,-0.29724,0.11753,0.0661499999999999,-1848.3752566,-1.5810204599999906,-0.0914812938,0.0083668284999999,-1846.343237,0.4509991400000217,-1846.426753,0.3674831400001039,0.423227,109.844,175.773,6.7483,0.2327000000000003,398.66,32.6747,3225.0468,C1=CN(Cc2ccccn2)CN1Cc1ccccn1.Cl.c1ccc(-c2ccccn2)nc1
IBONUL,Ni,0,413.07866,45,214,-0.09122,-0.2076,0.11638,0.06186,-2666.77141972,-1.4562885399996048,-0.0596909152,0.0067321634,-2664.953886,0.3612451800004237,-2665.029806,0.2853251800001999,0.337753,91.268,159.788,1.9202,-0.2963,369.31,16.3972,3221.3447,CCCN=Cc1ccc(-c2nc3ccccc3nc2C2=NC(=CO)C=C2)[nH]1
IBOPAT,Re,1,718.13542,66,352,-0.2014,-0.35029,0.14889,0.0660999999999999,-1851.84753599,-1.9164638700001435,-0.104331223,0.0096013072,-1849.398002,0.5330701200000476,-1849.507039,0.4240331199998763,0.495926,139.751,229.489,10.3494,0.4955999999999996,440.43,12.8797,3172.1377,C#O.C#O.C#O.COC(=O)c1ccc(CN(Cc2ccccn2)Cc2nc3ccccc3c3ccccc23)cc1
IBOPEX,Re,1,818.16672,78,404,-0.1914,-0.33865,0.14725,0.06013,-2158.8977972,-2.252456709999933,-0.1257065709,0.0118767364,-2156.014957,0.6303834899999856,-2156.136033,0.5093074899996282,0.587773,163.57,254.827,9.7466,0.3727,547.62,6.2797,3188.6423,C#O.C#O.C#O.COC(=O)c1ccc(CN(Cc2nc3ccccc3c3ccccc23)Cc2nc3ccccc3c3ccccc23)cc1
IBOPIB,Re,1,768.15107,72,378,-0.20451,-0.35009,0.14558,0.06716,-2005.37035281,-2.082812529999956,-0.1215930277,0.0104976388999999,-2002.706038,0.5815022799999952,-2002.820352,0.467188280000073,0.541705,151.743,240.595,10.6252,0.5428999999999995,478.89,14.8103,3209.371,C#O.C#O.C#O.COC(=O)c1ccc(CN(Cc2ccc3ccccc3n2)Cc2nc3ccccc3c3ccccc23)cc1
IBOVON,Rh,0,656.08999,72,336,-0.05255,-0.21086,0.15831,0.07227,-2377.52366418,-1.970790130000296,-0.1279347763,0.010470255,-2374.956032,0.5968420499998501,-2375.060581,0.4922930499997164,0.560826,142.114,220.043,5.0046,0.3254999999999999,491.25,14.1113,3162.7066,C1=CC2C=CC1C2.Cl.c1ccc(P(c2ccccc2)c2ccccc2C2c3ccccc3-c3ccccc32)cc1
IBOVUT,Rh,0,620.11331,70,318,-0.05128,-0.18189,0.13061,0.05684,-1916.81178217,-1.7738858200000325,-0.1215466711,0.0101886673,-1914.456204,0.581692349999912,-1914.555433,0.4824633499999891,0.547724,136.454,208.846,4.4728,0.2016,493.75,15.903,3171.1713,C1=CC2C=CC1C2.c1ccc(P(c2ccccc2)c2ccccc2C2c3ccccc3-c3ccccc32)cc1
IBOXAC,Ni,0,657.09155,69,340,-0.08944,-0.16818,0.0787399999999999,0.06505,-4034.08292025,-2.4062503499999366,-0.1185764137,0.0102861697999999,-4031.131365,0.5453048999997918,-4031.241061,0.4356088999998064,0.50679,147.839,230.874,10.873,1.2135999999999996,581.73,16.591,3150.666,CCSC(=S)NN=C(O)c1ccncc1.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12
IBUBUF,Co,0,584.19461,73,306,-0.03582,-0.18538,0.14956,0.08952,-3098.6795178,-2.073457440000311,-0.1099462804,0.0112310357999999,-3095.985745,0.6203153599999496,-3096.085435,0.52062535999994,0.584667,142.18,209.815,6.0037,-0.0496999999999996,447.04,30.7317,3567.5604,Oc1ccccc1C1=NCCCN1.Oc1ccccc1C1=NCCCN1.Oc1ccccc1C1=NCCCN1
IBUDEP,Mo,-1,529.09135,60,272,0.0329,-0.11356,0.1464599999999999,0.0576199999999999,-1488.62003449,-1.54717195000012,-0.0829505502,0.0078471311,-1486.578707,0.4941555400000652,-1486.684824,0.388038540000025,0.458686,128.675,223.342,1.8246,0.2075,413.88,8.9954,3138.1381,CC=Cc1ccccc1O.CC=Cc1ccccc1O.CC=Cc1ccccc1[O-].O.O
IBUDOA,Re,0,590.02886,45,284,-0.08704,-0.20419,0.11715,0.07123,-2101.45211406,-1.5408756799997718,-0.0644443686,0.0063095969,-2099.558738,0.3525003800000377,-2099.646636,0.2646023800002695,0.324705,100.909,184.996,8.8886,0.8076000000000008,402.13,14.3906,3167.3302,Cc1ccc(-c2ccc(N(C)N=Cc3ccccc3O)nn2)cc1.Cl.Cl.O
